,country,year,kcal_day
0,Afghanistan,2000,1790.0
1,Afghanistan,2001,1740.0
2,Afghanistan,2002,1830.0
3,Afghanistan,2003,1890.0
4,Afghanistan,2004,1970.0
5,Afghanistan,2005,1950.0
6,Afghanistan,2006,1970.0
7,Afghanistan,2007,2050.0
8,Afghanistan,2008,2040.0
9,Afghanistan,2009,2080.0
10,Afghanistan,2010,2100.0
11,Albania,2000,2730.0
12,Albania,2001,2800.0
13,Albania,2002,2860.0
14,Albania,2003,2770.0
15,Albania,2004,2790.0
16,Albania,2005,2870.0
17,Albania,2006,2860.0
18,Albania,2007,2860.0
19,Albania,2008,2950.0
20,Albania,2009,2990.0
21,Albania,2010,3080.0
22,Algeria,2000,2810.0
23,Algeria,2001,2890.0
24,Algeria,2002,2930.0
25,Algeria,2003,2970.0
26,Algeria,2004,2990.0
27,Algeria,2005,2960.0
28,Algeria,2006,3050.0
29,Algeria,2007,3040.0
30,Algeria,2008,3050.0
31,Algeria,2009,3110.0
32,Algeria,2010,3140.0
33,Angola,2000,1790.0
34,Angola,2001,1830.0
35,Angola,2002,1920.0
36,Angola,2003,1980.0
37,Angola,2004,2030.0
38,Angola,2005,2080.0
39,Angola,2006,2120.0
40,Angola,2007,2170.0
41,Angola,2008,2250.0
42,Angola,2009,2300.0
43,Angola,2010,2350.0
44,Antigua and Barbuda,2000,2150.0
45,Antigua and Barbuda,2001,2090.0
46,Antigua and Barbuda,2002,2070.0
47,Antigua and Barbuda,2003,2070.0
48,Antigua and Barbuda,2004,2110.0
49,Antigua and Barbuda,2005,2330.0
50,Antigua and Barbuda,2006,2330.0
51,Antigua and Barbuda,2007,2410.0
52,Antigua and Barbuda,2008,2380.0
53,Antigua and Barbuda,2009,2320.0
54,Antigua and Barbuda,2010,2320.0
55,Argentina,2000,3260.0
56,Argentina,2001,3210.0
57,Argentina,2002,2980.0
58,Argentina,2003,3010.0
59,Argentina,2004,3030.0
60,Argentina,2005,3110.0
61,Argentina,2006,3110.0
62,Argentina,2007,3150.0
63,Argentina,2008,3160.0
64,Argentina,2009,3130.0
65,Argentina,2010,3160.0
66,Armenia,2000,2240.0
67,Armenia,2001,2240.0
68,Armenia,2002,2260.0
69,Armenia,2003,2430.0
70,Armenia,2004,2550.0
71,Armenia,2005,2670.0
72,Armenia,2006,2760.0
73,Armenia,2007,2760.0
74,Armenia,2008,2870.0
75,Armenia,2009,2820.0
76,Armenia,2010,2770.0
77,Australia,2000,2990.0
78,Australia,2001,3050.0
79,Australia,2002,3080.0
80,Australia,2003,3100.0
81,Australia,2004,3050.0
82,Australia,2005,3100.0
83,Australia,2006,3160.0
84,Australia,2007,3200.0
85,Australia,2008,3200.0
86,Australia,2009,3210.0
87,Australia,2010,3210.0
88,Austria,2000,3730.0
89,Austria,2001,3730.0
90,Austria,2002,3650.0
91,Austria,2003,3610.0
92,Austria,2004,3610.0
93,Austria,2005,3640.0
94,Austria,2006,3720.0
95,Austria,2007,3740.0
96,Austria,2008,3720.0
97,Austria,2009,3720.0
98,Austria,2010,3720.0
99,Azerbaijan,2000,2280.0
100,Azerbaijan,2001,2370.0
101,Azerbaijan,2002,2460.0
102,Azerbaijan,2003,2550.0
103,Azerbaijan,2004,2640.0
104,Azerbaijan,2005,2840.0
105,Azerbaijan,2006,3010.0
106,Azerbaijan,2007,3020.0
107,Azerbaijan,2008,3030.0
108,Azerbaijan,2009,3000.0
109,Azerbaijan,2010,2970.0
110,Bahamas,2000,2780.0
111,Bahamas,2001,2770.0
112,Bahamas,2002,2730.0
113,Bahamas,2003,2690.0
114,Bahamas,2004,2660.0
115,Bahamas,2005,2650.0
116,Bahamas,2006,2630.0
117,Bahamas,2007,2610.0
118,Bahamas,2008,2590.0
119,Bahamas,2009,2620.0
120,Bahamas,2010,2600.0
121,Bangladesh,2000,2260.0
122,Bangladesh,2001,2330.0
123,Bangladesh,2002,2310.0
124,Bangladesh,2003,2350.0
125,Bangladesh,2004,2380.0
126,Bangladesh,2005,2370.0
127,Bangladesh,2006,2370.0
128,Bangladesh,2007,2420.0
129,Bangladesh,2008,2390.0
130,Bangladesh,2009,2430.0
131,Bangladesh,2010,2440.0
132,Barbados,2000,2800.0
133,Barbados,2001,2840.0
134,Barbados,2002,2810.0
135,Barbados,2003,2840.0
136,Barbados,2004,2770.0
137,Barbados,2005,2890.0
138,Barbados,2006,2840.0
139,Barbados,2007,2910.0
140,Barbados,2008,2880.0
141,Barbados,2009,2910.0
142,Barbados,2010,2910.0
143,Belarus,2000,2990.0
144,Belarus,2001,3050.0
145,Belarus,2002,2980.0
146,Belarus,2003,2820.0
147,Belarus,2004,2900.0
148,Belarus,2005,2990.0
149,Belarus,2006,3080.0
150,Belarus,2007,3190.0
151,Belarus,2008,3200.0
152,Belarus,2009,3130.0
153,Belarus,2010,3200.0
154,Belgium,2000,3710.0
155,Belgium,2001,3750.0
156,Belgium,2002,3750.0
157,Belgium,2003,3720.0
158,Belgium,2004,3720.0
159,Belgium,2005,3720.0
160,Belgium,2006,3720.0
161,Belgium,2007,3710.0
162,Belgium,2008,3700.0
163,Belgium,2009,3700.0
164,Belgium,2010,3710.0
165,Belize,2000,2690.0
166,Belize,2001,2760.0
167,Belize,2002,2780.0
168,Belize,2003,2810.0
169,Belize,2004,2780.0
170,Belize,2005,2820.0
171,Belize,2006,2800.0
172,Belize,2007,2790.0
173,Belize,2008,2720.0
174,Belize,2009,2760.0
175,Belize,2010,2840.0
176,Benin,2000,2250.0
177,Benin,2001,2320.0
178,Benin,2002,2400.0
179,Benin,2003,2360.0
180,Benin,2004,2460.0
181,Benin,2005,2440.0
182,Benin,2006,2450.0
183,Benin,2007,2560.0
184,Benin,2008,2520.0
185,Benin,2009,2570.0
186,Benin,2010,2560.0
187,Bolivia,2000,2080.0
188,Bolivia,2001,2080.0
189,Bolivia,2002,2100.0
190,Bolivia,2003,2120.0
191,Bolivia,2004,2050.0
192,Bolivia,2005,2110.0
193,Bolivia,2006,2160.0
194,Bolivia,2007,2170.0
195,Bolivia,2008,2150.0
196,Bolivia,2009,2130.0
197,Bolivia,2010,2180.0
198,Bosnia and Herzegovina,2000,2800.0
199,Bosnia and Herzegovina,2001,2900.0
200,Bosnia and Herzegovina,2002,2900.0
201,Bosnia and Herzegovina,2003,2830.0
202,Bosnia and Herzegovina,2004,3090.0
203,Bosnia and Herzegovina,2005,3040.0
204,Bosnia and Herzegovina,2006,3020.0
205,Bosnia and Herzegovina,2007,3060.0
206,Bosnia and Herzegovina,2008,3110.0
207,Bosnia and Herzegovina,2009,3080.0
208,Bosnia and Herzegovina,2010,3100.0
209,Botswana,2000,2080.0
210,Botswana,2001,2150.0
211,Botswana,2002,2110.0
212,Botswana,2003,2110.0
213,Botswana,2004,2190.0
214,Botswana,2005,2200.0
215,Botswana,2006,2150.0
216,Botswana,2007,2170.0
217,Botswana,2008,2180.0
218,Botswana,2009,2200.0
219,Botswana,2010,2230.0
220,Brazil,2000,2880.0
221,Brazil,2001,2890.0
222,Brazil,2002,2930.0
223,Brazil,2003,3070.0
224,Brazil,2004,3080.0
225,Brazil,2005,3080.0
226,Brazil,2006,3100.0
227,Brazil,2007,3110.0
228,Brazil,2008,3180.0
229,Brazil,2009,3170.0
230,Brazil,2010,3230.0
231,Brunei,2000,2800.0
232,Brunei,2001,2880.0
233,Brunei,2002,2930.0
234,Brunei,2003,2980.0
235,Brunei,2004,3000.0
236,Brunei,2005,2980.0
237,Brunei,2006,2970.0
238,Brunei,2007,2920.0
239,Brunei,2008,2910.0
240,Brunei,2009,2890.0
241,Brunei,2010,2890.0
242,Bulgaria,2000,2810.0
243,Bulgaria,2001,2820.0
244,Bulgaria,2002,2780.0
245,Bulgaria,2003,2760.0
246,Bulgaria,2004,2760.0
247,Bulgaria,2005,2720.0
248,Bulgaria,2006,2760.0
249,Bulgaria,2007,2730.0
250,Bulgaria,2008,2780.0
251,Bulgaria,2009,2790.0
252,Bulgaria,2010,2760.0
253,Burkina Faso,2000,2320.0
254,Burkina Faso,2001,2330.0
255,Burkina Faso,2002,2410.0
256,Burkina Faso,2003,2490.0
257,Burkina Faso,2004,2510.0
258,Burkina Faso,2005,2460.0
259,Burkina Faso,2006,2560.0
260,Burkina Faso,2007,2550.0
261,Burkina Faso,2008,2590.0
262,Burkina Faso,2009,2640.0
263,Burkina Faso,2010,2680.0
264,Cambodia,2000,2120.0
265,Cambodia,2001,2170.0
266,Cambodia,2002,2260.0
267,Cambodia,2003,2260.0
268,Cambodia,2004,2280.0
269,Cambodia,2005,2330.0
270,Cambodia,2006,2380.0
271,Cambodia,2007,2390.0
272,Cambodia,2008,2400.0
273,Cambodia,2009,2420.0
274,Cambodia,2010,2420.0
275,Cameroon,2000,2120.0
276,Cameroon,2001,2160.0
277,Cameroon,2002,2200.0
278,Cameroon,2003,2230.0
279,Cameroon,2004,2250.0
280,Cameroon,2005,2310.0
281,Cameroon,2006,2350.0
282,Cameroon,2007,2380.0
283,Cameroon,2008,2450.0
284,Cameroon,2009,2490.0
285,Cameroon,2010,2510.0
286,Canada,2000,3510.0
287,Canada,2001,3500.0
288,Canada,2002,3500.0
289,Canada,2003,3520.0
290,Canada,2004,3530.0
291,Canada,2005,3480.0
292,Canada,2006,3470.0
293,Canada,2007,3480.0
294,Canada,2008,3470.0
295,Canada,2009,3440.0
296,Canada,2010,3450.0
297,Cape Verde,2000,2360.0
298,Cape Verde,2001,2370.0
299,Cape Verde,2002,2320.0
300,Cape Verde,2003,2410.0
301,Cape Verde,2004,2520.0
302,Cape Verde,2005,2520.0
303,Cape Verde,2006,2510.0
304,Cape Verde,2007,2570.0
305,Cape Verde,2008,2540.0
306,Cape Verde,2009,2560.0
307,Cape Verde,2010,2520.0
308,Central African Republic,2000,1980.0
309,Central African Republic,2001,1990.0
310,Central African Republic,2002,2000.0
311,Central African Republic,2003,1970.0
312,Central African Republic,2004,1990.0
313,Central African Republic,2005,2030.0
314,Central African Republic,2006,2030.0
315,Central African Republic,2007,2090.0
316,Central African Republic,2008,2130.0
317,Central African Republic,2009,2140.0
318,Central African Republic,2010,2160.0
319,Chad,2000,1950.0
320,Chad,2001,2020.0
321,Chad,2002,1970.0
322,Chad,2003,2020.0
323,Chad,2004,2030.0
324,Chad,2005,2030.0
325,Chad,2006,2020.0
326,Chad,2007,2030.0
327,Chad,2008,2030.0
328,Chad,2009,2020.0
329,Chad,2010,2060.0
330,Chile,2000,2830.0
331,Chile,2001,2870.0
332,Chile,2002,2900.0
333,Chile,2003,2890.0
334,Chile,2004,2920.0
335,Chile,2005,2910.0
336,Chile,2006,2960.0
337,Chile,2007,2930.0
338,Chile,2008,2940.0
339,Chile,2009,2890.0
340,Chile,2010,2920.0
341,China,2000,2810.0
342,China,2001,2820.0
343,China,2002,2830.0
344,China,2003,2830.0
345,China,2004,2860.0
346,China,2005,2880.0
347,China,2006,2880.0
348,China,2007,2920.0
349,China,2008,2980.0
350,China,2009,2990.0
351,China,2010,3040.0
352,Colombia,2000,2780.0
353,Colombia,2001,2820.0
354,Colombia,2002,2780.0
355,Colombia,2003,2800.0
356,Colombia,2004,2780.0
357,Colombia,2005,2730.0
358,Colombia,2006,2770.0
359,Colombia,2007,2800.0
360,Colombia,2008,2810.0
361,Colombia,2009,2710.0
362,Colombia,2010,2670.0
363,"Congo, Rep.",2000,2180.0
364,"Congo, Rep.",2001,2230.0
365,"Congo, Rep.",2002,2260.0
366,"Congo, Rep.",2003,2240.0
367,"Congo, Rep.",2004,2260.0
368,"Congo, Rep.",2005,2040.0
369,"Congo, Rep.",2006,2140.0
370,"Congo, Rep.",2007,2140.0
371,"Congo, Rep.",2008,2110.0
372,"Congo, Rep.",2009,2140.0
373,"Congo, Rep.",2010,2140.0
374,Costa Rica,2000,2800.0
375,Costa Rica,2001,2800.0
376,Costa Rica,2002,2770.0
377,Costa Rica,2003,2750.0
378,Costa Rica,2004,2760.0
379,Costa Rica,2005,2810.0
380,Costa Rica,2006,2870.0
381,Costa Rica,2007,2860.0
382,Costa Rica,2008,2840.0
383,Costa Rica,2009,2840.0
384,Costa Rica,2010,2850.0
385,Cote d'Ivoire,2000,2610.0
386,Cote d'Ivoire,2001,2630.0
387,Cote d'Ivoire,2002,2670.0
388,Cote d'Ivoire,2003,2690.0
389,Cote d'Ivoire,2004,2740.0
390,Cote d'Ivoire,2005,2790.0
391,Cote d'Ivoire,2006,2780.0
