,life_expectancy,income,co2_emissions(tonnes/person),total_health_spending,gov_health_spending,kcal_day,sugar_g_day,Schooling,Alcohol, BMI ,children/woman
785,80.6,37100.0,8.1,2570.0,1950.0,3630.0,88.1,15.6,8.98,57.6,1.34
786,80.8,37200.0,8.05,2710.0,2070.0,3570.0,87.4,15.8,8.65,58.2,1.36
787,81.0,37900.0,7.94,2850.0,2180.0,3630.0,81.9,16.0,8.44,58.8,1.38
788,81.2,38200.0,7.8,3100.0,2370.0,3620.0,81.3,16.1,8.37,59.4,1.4
789,81.4,37600.0,7.52,3470.0,2690.0,3600.0,81.5,16.3,7.96,59.9,1.41
790,81.5,35400.0,6.73,3320.0,2590.0,3600.0,81.2,16.3,7.25,6.5,1.42
791,81.7,35800.0,6.79,3250.0,2520.0,3580.0,82.3,16.4,6.95,61.0,1.43
792,73.8,4640.0,3.88,190.0,99.7,2730.0,161.0,11.4,3.46,41.6,2.58
793,73.6,4670.0,3.97,178.0,77.3,2800.0,157.0,10.9,3.89,42.5,2.53
794,73.9,4730.0,3.8,180.0,103.0,2800.0,157.0,11.7,3.76,43.5,2.48
795,74.1,4870.0,3.93,162.0,82.1,2810.0,154.0,11.9,3.48,44.5,2.44
796,74.3,4910.0,3.91,183.0,104.0,2790.0,136.0,11.1,3.67,45.4,2.4
797,74.7,4930.0,3.83,171.0,83.2,2800.0,143.0,12.4,3.59,46.3,2.36
798,74.8,5040.0,4.16,187.0,102.0,2790.0,131.0,12.5,3.63,47.2,2.33
799,74.7,5080.0,3.48,230.0,120.0,2790.0,132.0,12.5,3.64,48.1,2.29
800,74.7,5020.0,3.66,272.0,146.0,2750.0,151.0,12.6,3.51,48.9,2.25
801,74.6,4770.0,2.76,228.0,126.0,2750.0,137.0,12.7,3.33,49.7,2.21
802,74.7,4680.0,2.59,247.0,132.0,2760.0,137.0,12.7,3.55,5.5,2.17
803,81.0,42200.0,9.57,2830.0,2290.0,2900.0,78.4,14.5,7.97,22.2,1.32
804,81.2,42200.0,9.42,2550.0,2080.0,2890.0,80.8,14.6,8.03,22.5,1.31
805,81.5,42200.0,9.54,2450.0,1990.0,2850.0,81.5,14.7,7.87,22.9,1.3
806,81.7,42700.0,9.7,2690.0,2170.0,2840.0,82.3,14.8,7.83,23.4,1.3
807,81.8,43700.0,9.87,2910.0,2350.0,2840.0,82.5,14.8,7.7,23.8,1.3
808,82.0,44400.0,9.66,2930.0,2390.0,2830.0,78.6,14.9,7.99,24.4,1.31
809,82.2,45000.0,9.59,2800.0,2220.0,2780.0,75.7,14.9,7.49,24.9,1.32
810,82.3,45700.0,9.74,2810.0,2260.0,2820.0,82.5,15.0,7.29,25.4,1.33
811,82.5,45200.0,9.41,3250.0,2630.0,2730.0,77.8,15.0,7.11,25.9,1.34
812,82.7,42700.0,8.59,3750.0,3090.0,2680.0,75.6,15.0,7.09,26.4,1.36
813,82.8,44500.0,9.11,4070.0,3360.0,2690.0,69.4,15.1,6.9,26.9,1.37
814,73.1,2810.0,3.04,169.0,81.3,2730.0,115.0,12.6,0.49,54.0,4.03
815,73.2,2910.0,3.08,181.0,87.5,2840.0,113.0,12.7,0.55,54.8,3.95
816,73.2,3020.0,3.19,186.0,92.9,2940.0,117.0,13.0,0.54,55.5,3.88
817,73.1,3080.0,3.24,186.0,91.8,3080.0,122.0,13.2,0.54,56.3,3.83
818,73.0,3260.0,3.48,203.0,107.0,3120.0,137.0,13.5,0.54,57.0,3.78
819,73.1,3420.0,3.69,206.0,108.0,3120.0,136.0,13.8,0.55,57.8,3.75
820,73.8,3560.0,3.56,218.0,120.0,3150.0,143.0,13.7,0.59,58.6,3.73
821,74.4,3690.0,3.56,252.0,151.0,3120.0,134.0,13.6,0.6,59.3,3.71
822,74.8,3770.0,3.29,330.0,204.0,3070.0,134.0,13.6,0.61,6.1,3.69
823,75.3,3790.0,3.21,373.0,262.0,3100.0,115.0,13.6,0.59,6.9,3.68
824,75.8,3680.0,2.95,357.0,242.0,3100.0,130.0,13.2,0.51,61.7,3.66
825,64.6,4490.0,7.84,51.0,25.9,2810.0,56.9,12.1,6.0,43.9,1.92
826,64.7,5110.0,8.77,51.7,29.2,2890.0,71.2,12.3,5.75,44.4,1.94
827,64.9,5610.0,8.85,59.8,32.0,2940.0,81.2,12.7,5.99,44.8,1.99
828,64.9,6110.0,9.34,76.3,41.5,2970.0,78.0,13.1,6.58,45.3,2.07
829,64.9,6650.0,11.2,113.0,65.8,2980.0,91.9,13.5,6.55,45.8,2.16
830,65.0,7230.0,11.4,153.0,94.9,3030.0,93.4,13.9,6.94,46.3,2.26
831,65.2,7920.0,12.3,209.0,122.0,3070.0,85.0,14.3,7.08,46.8,2.37
832,65.9,8520.0,14.0,232.0,121.0,3160.0,88.7,14.7,7.44,47.3,2.47
833,66.8,8700.0,14.5,330.0,193.0,3190.0,86.8,14.6,7.6,47.9,2.55
834,67.7,8570.0,13.2,326.0,193.0,3150.0,82.0,14.6,6.64,48.5,2.62
835,68.4,9070.0,15.2,393.0,234.0,3140.0,72.7,14.5,6.83,49.2,2.67
836,55.2,833.0,0.331,19.0,8.81,2050.0,57.3,8.4,1.51,14.4,5.18
837,55.5,841.0,0.29,18.7,8.37,2070.0,53.9,8.4,1.63,14.7,5.11
838,55.7,823.0,0.24,18.1,7.76,2020.0,52.3,8.5,1.66,15.1,5.04
839,56.0,824.0,0.198,19.6,8.51,2000.0,51.8,8.2,1.49,15.5,4.98
840,56.6,843.0,0.217,19.9,8.33,2020.0,51.7,8.9,1.43,15.9,4.91
841,57.4,869.0,0.238,22.9,9.69,2160.0,52.3,9.6,1.82,16.4,4.84
842,58.5,900.0,0.258,27.8,11.5,2160.0,51.0,9.7,1.76,16.9,4.76
843,59.6,936.0,0.258,32.1,13.6,2110.0,49.3,10.1,1.97,17.3,4.68
844,60.6,912.0,0.262,33.0,13.1,2110.0,48.3,10.4,1.71,17.9,4.58
845,61.7,917.0,0.307,35.5,15.4,2170.0,47.0,10.7,1.86,18.4,4.48
846,62.8,967.0,0.294,36.9,16.3,2160.0,46.8,11.1,1.73,18.9,4.37
847,59.5,1730.0,0.348,64.4,60.9,2840.0,116.0,10.0,0.46,67.9,4.06
848,59.7,1680.0,0.299,66.0,62.6,2880.0,123.0,10.4,0.6,68.8,4.02
849,59.8,1710.0,0.462,74.8,71.0,2860.0,126.0,11.7,0.49,69.7,3.98
850,59.9,1710.0,0.454,102.0,96.1,2870.0,129.0,11.6,0.5,7.6,3.95
851,60.0,1660.0,0.486,118.0,112.0,2840.0,127.0,12.4,0.48,71.4,3.93
852,60.2,1700.0,0.675,116.0,109.0,2940.0,125.0,12.2,0.6,72.1,3.91
853,60.3,1640.0,0.7390000000000001,122.0,105.0,2900.0,126.0,12.1,0.76,72.8,3.9
854,60.4,1640.0,0.5329999999999999,177.0,148.0,2890.0,124.0,11.8,0.68,73.4,3.88
855,60.5,1580.0,0.5589999999999999,171.0,144.0,2880.0,131.0,11.6,0.46,74.1,3.87
856,60.6,1550.0,0.401,159.0,134.0,2940.0,125.0,11.9,0.54,74.6,3.86
857,60.7,1490.0,0.607,160.0,131.0,2960.0,123.0,11.9,0.48,75.2,3.84
858,76.5,35800.0,26.1,488.0,370.0,3440.0,110.0,14.1,0.01,64.0,2.85
859,76.5,35100.0,27.3,626.0,510.0,3480.0,99.5,14.0,0.01,64.5,2.77
860,76.9,35500.0,27.2,657.0,524.0,3450.0,119.0,13.9,0.01,65.0,2.69
861,77.2,41200.0,27.6,727.0,583.0,3500.0,127.0,14.1,0.03,65.5,2.62
862,77.1,44800.0,28.8,748.0,596.0,3510.0,117.0,14.4,0.02,65.9,2.55
863,77.0,47800.0,31.4,849.0,678.0,3580.0,112.0,14.2,0.01,66.3,2.5
864,77.0,49300.0,31.0,974.0,789.0,3590.0,108.0,14.1,0.01,66.7,2.45
865,77.1,49600.0,30.1,1000.0,787.0,3570.0,110.0,13.9,0.03,67.1,2.4
866,77.2,48000.0,31.2,1120.0,874.0,3510.0,106.0,13.8,0.03,67.5,2.34
867,77.5,41900.0,31.0,1580.0,1350.0,3470.0,106.0,13.6,0.1,67.9,2.28
868,78.2,38500.0,29.9,1220.0,983.0,3460.0,98.4,13.5,0.01,68.4,2.22
869,66.4,654.0,0.942,12.9,5.73,2400.0,37.1,11.4,2.13,35.6,2.66
870,66.7,683.0,0.785,14.7,6.03,2460.0,34.1,11.8,2.62,36.0,2.58
871,66.6,676.0,0.993,17.4,6.9,2490.0,38.9,12.1,3.31,36.5,2.54
872,66.6,716.0,1.08,20.8,7.89,2620.0,39.9,12.2,3.52,37.0,2.52
873,66.7,757.0,1.17,24.6,10.0,2740.0,56.6,12.5,3.41,37.5,2.54
874,66.6,748.0,1.1,28.4,11.6,2750.0,62.9,12.4,2.81,38.0,2.58
875,66.6,763.0,1.07,35.8,16.5,2660.0,70.5,12.5,2.48,38.5,2.65
876,66.9,820.0,1.28,48.6,23.9,2680.0,68.0,12.6,2.77,39.0,2.73
877,67.4,880.0,1.46,56.3,27.3,2680.0,70.0,12.6,2.53,39.5,2.82
878,68.0,895.0,1.27,57.0,30.3,2740.0,68.9,12.4,2.39,4.1,2.91
879,68.5,880.0,1.18,53.5,30.1,2790.0,69.8,12.2,2.73,4.7,2.98
880,57.1,672.0,0.17600000000000002,10.8,3.8,2120.0,12.2,8.0,5.16,12.3,4.31
881,57.5,700.0,0.161,12.9,3.61,2090.0,12.8,8.0,3.13,12.7,4.14
882,58.4,730.0,0.209,12.9,3.46,2140.0,11.9,8.0,3.33,13.3,3.98
883,59.0,763.0,0.197,17.6,4.59,2180.0,12.2,8.3,3.41,13.8,3.85
884,59.7,799.0,0.246,19.4,3.36,2210.0,10.9,8.6,3.53,14.4,3.72
885,60.3,843.0,0.244,20.2,2.58,2270.0,14.4,8.7,3.68,14.9,3.62
886,60.9,900.0,0.265,23.2,3.11,2240.0,14.5,9.0,3.69,15.5,3.52
887,61.7,952.0,0.153,27.6,3.31,2280.0,16.6,9.0,5.0,16.1,3.42
888,62.3,1010.0,0.156,38.7,9.55,2250.0,17.1,9.2,5.1,16.7,3.33
889,63.1,1070.0,0.204,39.1,11.1,2310.0,16.9,9.4,5.18,17.3,3.24
890,63.8,1140.0,0.262,46.2,15.4,2340.0,16.3,9.6,5.95,18.0,3.15
891,70.4,6930.0,2.66,197.0,107.0,2790.0,92.8,13.7,7.13,55.4,1.18
892,69.9,7480.0,2.96,215.0,110.0,2900.0,117.0,14.2,6.68,55.7,1.21
893,70.2,8100.0,2.96,248.0,129.0,3010.0,110.0,14.8,7.44,56.0,1.25
894,70.6,8870.0,3.2,295.0,156.0,3050.0,96.4,15.2,8.24,56.3,1.3
895,70.9,9720.0,3.25,387.0,219.0,3080.0,101.0,15.5,8.81,56.6,1.35
896,70.8,10900.0,3.33,441.0,252.0,3140.0,106.0,15.9,9.92,57.0,1.4
897,70.5,12300.0,3.6,591.0,379.0,3210.0,88.2,16.2,10.4,57.4,1.43
898,70.9,13600.0,3.78,882.0,536.0,3160.0,80.2,16.2,12.12,57.7,1.46
899,71.9,13300.0,3.64,974.0,609.0,3160.0,96.4,16.3,11.84,58.1,1.49
900,72.6,11500.0,3.37,756.0,466.0,3170.0,90.8,16.4,9.85,58.5,1.5
901,73.1,11300.0,3.81,718.0,439.0,3140.0,98.3,16.0,9.8,58.9,1.51
902,76.5,6750.0,4.71,455.0,148.0,3290.0,133.0,14.9,2.26,57.9,2.23
903,77.0,6750.0,4.81,433.0,162.0,3320.0,105.0,15.0,2.19,58.6,2.13
904,77.4,6660.0,4.54,427.0,186.0,3270.0,102.0,15.2,1.98,59.1,2.04
905,77.7,6540.0,4.91,420.0,170.0,3200.0,104.0,14.8,2.19,59.7,1.94
906,78.0,6640.0,4.35,453.0,195.0,3180.0,106.0,14.2,2.1,6.2,1.84
907,78.3,6610.0,4.07,434.0,198.0,3120.0,103.0,13.7,1.94,6.8,1.75
908,78.0,6590.0,3.56,446.0,190.0,3130.0,103.0,13.2,1.82,61.4,1.68
909,78.7,7160.0,3.29,510.0,212.0,3180.0,137.0,12.9,1.72,61.9,1.63
910,79.1,7860.0,4.19,556.0,241.0,3130.0,131.0,13.1,1.67,62.5,1.6
911,79.5,8500.0,4.99,617.0,259.0,3140.0,134.0,13.2,1.62,63.0,1.6
912,79.8,8860.0,4.62,651.0,255.0,3160.0,145.0,13.3,1.58,63.5,1.61
913,48.8,880.0,0.991,26.6,13.6,2460.0,43.0,9.6,3.1,24.9,4.09
914,47.5,903.0,0.996,26.7,15.5,2490.0,43.4,10.3,2.86,25.4,3.97
915,46.0,902.0,1.0,22.6,12.5,2520.0,44.7,10.4,2.95,25.9,3.86
916,44.7,935.0,1.01,33.0,19.3,2520.0,47.6,10.5,1.99,26.4,3.74
917,43.8,944.0,1.03,41.4,23.8,2540.0,46.6,10.7,1.8,26.9,3.64
918,43.3,968.0,1.03,41.1,21.9,2570.0,45.6,10.7,2.67,27.4,3.55
919,43.2,1000.0,1.04,47.6,28.6,2600.0,46.8,10.7,2.61,27.9,3.47
920,43.6,1040.0,1.05,63.9,42.5,2560.0,47.2,10.6,2.69,28.3,3.41
921,44.3,1100.0,1.06,66.3,46.5,2560.0,46.8,10.7,2.75,28.8,3.37
922,45.4,1110.0,1.1,75.0,55.7,2570.0,47.2,10.8,2.75,29.2,3.33
923,46.5,1170.0,1.12,109.0,83.0,2570.0,46.9,10.9,2.71,29.7,3.3
924,54.5,392.0,0.146,9.96,2.63,2120.0,13.0,8.7,4.46,2.2,5.88
925,55.3,390.0,0.16399999999999998,9.73,2.86,2040.0,13.4,10.5,4.4,2.4,5.8
926,54.9,395.0,0.159,8.9,1.92,2070.0,14.2,10.4,4.27,2.7,5.72
927,54.9,271.0,0.16699999999999998,6.88,1.56,2050.0,13.6,10.3,4.21,21.1,5.64
928,57.6,273.0,0.194,7.56,1.96,2090.0,14.5,10.2,4.24,21.5,5.55
929,58.2,280.0,0.223,8.7,2.67,2160.0,15.1,10.1,4.19,22.0,5.46
930,58.7,292.0,0.222,12.1,3.37,2120.0,16.2,10.0,4.05,22.4,5.37
931,59.2,307.0,0.19,24.8,5.88,2150.0,16.3,9.9,4.03,22.9,5.28
932,59.8,316.0,0.154,27.5,9.07,2230.0,16.8,9.8,3.88,23.4,5.19
933,60.3,320.0,0.136,28.0,9.66,2230.0,19.0,9.7,3.75,24.0,5.11
934,60.8,327.0,0.201,29.2,9.49,2200.0,19.9,9.6,3.64,24.5,5.02
935,72.0,6930.0,3.47,212.0,148.0,3160.0,101.0,14.0,9.87,56.9,1.34
936,71.6,7450.0,3.71,220.0,160.0,3270.0,120.0,14.7,10.2,57.2,1.31
937,72.0,8010.0,3.82,263.0,197.0,3280.0,110.0,15.3,11.0,57.5,1.29
938,72.0,8930.0,3.76,351.0,267.0,3290.0,107.0,15.8,11.29,57.8,1.29
939,72.0,9620.0,3.92,374.0,253.0,3360.0,106.0,16.3,12.1,58.1,1.3
940,71.4,10500.0,4.16,446.0,302.0,3460.0,115.0,16.2,12.3,58.4,1.32
941,71.2,11500.0,4.29,552.0,384.0,3470.0,126.0,16.4,12.7,58.7,1.35
942,70.9,12900.0,4.65,725.0,529.0,3560.0,130.0,16.4,13.4,59.0,1.39
943,71.6,13400.0,4.67,934.0,677.0,3520.0,137.0,16.5,13.3,59.3,1.43
944,73.0,11500.0,3.95,836.0,614.0,3470.0,131.0,16.6,12.4,59.7,1.47
945,73.2,12000.0,4.31,781.0,574.0,3330.0,118.0,16.8,12.9,6.0,1.51
946,78.4,93500.0,18.9,3470.0,2960.0,3480.0,127.0,13.5,13.14,54.0,1.7
947,78.7,94700.0,20.0,3390.0,2850.0,3480.0,124.0,13.4,12.89,54.6,1.68
948,78.9,97300.0,21.2,4180.0,3580.0,3480.0,122.0,13.5,12.91,55.2,1.67
949,79.0,97700.0,22.1,4950.0,4170.0,3490.0,121.0,13.6,12.61,55.8,1.66
950,79.5,99800.0,24.9,6110.0,5180.0,3490.0,122.0,13.5,12.42,56.4,1.65
951,80.0,101000.0,25.2,6440.0,5470.0,3500.0,139.0,13.5,11.84,57.0,1.64
952,80.3,105000.0,24.4,6980.0,5940.0,3510.0,141.0,13.5,11.98,57.5,1.63
953,80.7,112000.0,23.2,7630.0,6410.0,3500.0,142.0,13.5,11.75,57.9,1.62
954,81.0,109000.0,22.5,8060.0,6770.0,3510.0,141.0,13.5,11.53,58.4,1.61
955,81.2,102000.0,20.9,8260.0,6940.0,3510.0,144.0,13.5,11.42,58.8,1.59
956,81.3,105000.0,21.6,8180.0,6910.0,3530.0,137.0,13.7,11.36,59.2,1.58
957,72.2,3450.0,5.93,157.0,90.1,2750.0,102.0,11.7,2.86,52.7,1.72
958,72.3,3330.0,5.87,145.0,85.2,2630.0,96.1,11.8,3.27,53.2,1.68
959,72.5,3370.0,5.34,175.0,103.0,2720.0,99.6,11.9,2.53,53.6,1.64
960,72.6,3440.0,5.51,219.0,128.0,2740.0,100.0,11.9,2.4,54.1,1.61
961,72.7,3590.0,5.44,237.0,141.0,2870.0,103.0,11.9,2.07,54.5,1.57
962,72.9,3760.0,5.47,238.0,147.0,2780.0,93.7,11.9,1.75,54.9,1.53
963,73.1,3940.0,5.3,252.0,164.0,2830.0,95.9,12.1,1.74,55.4,1.5
964,73.3,4190.0,4.6,274.0,176.0,3020.0,99.0,12.2,1.75,55.9,1.48
965,73.5,4420.0,4.55,327.0,223.0,2960.0,110.0,12.2,1.72,56.4,1.47
966,73.7,4400.0,4.2,311.0,207.0,3000.0,100.0,13.0,1.77,56.9,1.46
967,74.0,4540.0,4.15,317.0,202.0,2960.0,111.0,13.0,1.47,57.4,1.47
968,58.5,430.0,0.119,9.38,6.23,2010.0,22.2,8.0,1.16,13.9,5.55
969,59.0,442.0,0.107,10.9,7.58,1990.0,16.4,8.2,1.05,14.3,5.45
970,59.1,374.0,0.0737,10.4,6.95,1950.0,12.3,8.3,0.9,14.7,5.34
971,59.3,399.0,0.0985,11.5,7.34,1980.0,19.1,8.5,0.93,15.0,5.24
972,59.6,408.0,0.102,9.16,5.99,1980.0,19.0,8.7,0.81,15.4,5.14
973,60.1,414.0,0.095,10.4,6.92,2060.0,18.8,8.9,0.72,15.8,5.05
974,60.4,422.0,0.0891,11.8,7.92,2080.0,18.7,9.0,0.68,16.3,4.96
975,60.6,436.0,0.0934,16.0,10.6,2100.0,19.4,9.1,0.71,16.7,4.87
976,60.8,454.0,0.0944,21.6,14.9,2060.0,18.9,9.4,0.68,17.1,4.78
977,60.8,423.0,0.0861,17.8,11.5,2070.0,22.1,9.7,0.91,17.6,4.69
978,60.8,413.0,0.0926,15.9,9.59,2070.0,21.8,10.2,1.03,18.0,4.6
979,44.7,385.0,0.0764,9.41,4.31,2200.0,31.1,10.7,1.18,14.1,6.15
980,45.1,356.0,0.07400000000000001,7.53,3.3,2240.0,33.3,10.1,1.15,14.4,6.1
981,45.5,352.0,0.0708,10.9,6.56,2170.0,33.7,10.4,1.1,14.8,6.05
982,46.2,362.0,0.0743,12.7,9.14,2170.0,34.1,10.3,1.08,15.2,6.0
983,46.8,372.0,0.0735,16.4,12.0,2170.0,34.3,10.0,1.11,15.5,5.96
984,47.6,373.0,0.0672,17.6,13.0,2190.0,34.1,9.7,1.04,15.9,5.9
985,48.5,379.0,0.068,21.2,14.6,2270.0,34.4,9.6,1.18,16.2,5.83
986,49.5,403.0,0.0641,19.7,12.7,2290.0,34.5,9.7,1.18,16.6,5.73
987,50.6,421.0,0.07400000000000001,21.2,13.3,2320.0,36.9,9.6,1.27,16.9,5.61
988,51.8,443.0,0.0643,25.4,16.5,2310.0,32.4,9.9,1.16,17.3,5.47
989,53.1,459.0,0.0754,25.6,15.4,2330.0,33.8,10.2,1.08,17.6,5.31
990,73.1,7010.0,5.42,125.0,73.5,2840.0,114.0,11.6,0.54,26.0,2.78
991,73.3,6890.0,5.72,138.0,84.3,2820.0,119.0,11.9,0.53,27.0,2.66
992,73.4,7110.0,5.53,149.0,89.3,2770.0,106.0,12.0,0.49,27.9,2.54
993,73.5,7380.0,6.41,185.0,114.0,2790.0,109.0,12.1,0.48,28.8,2.44
994,73.7,7730.0,6.51,190.0,108.0,2830.0,98.7,12.7,0.49,29.8,2.36
995,73.9,7980.0,6.8,188.0,97.9,2790.0,84.8,12.9,0.46,3.7,2.29
996,74.1,8270.0,6.41,230.0,129.0,2810.0,97.5,12.7,0.42,31.6,2.25
997,74.2,8640.0,6.94,262.0,143.0,2840.0,107.0,12.3,0.43,32.5,2.22
998,74.3,8890.0,7.53,306.0,169.0,2790.0,110.0,12.5,0.47,33.4,2.19
999,74.3,8600.0,7.2,317.0,176.0,2840.0,116.0,12.6,0.47,34.4,2.17
1000,74.5,9070.0,7.77,368.0,204.0,2880.0,117.0,12.8,0.49,35.3,2.15
1001,72.1,5780.0,1.61,162.0,94.8,2440.0,89.7,11.3,1.83,15.2,2.94
1002,72.8,5420.0,1.61,152.0,88.5,2480.0,94.2,11.8,1.98,15.6,2.77
1003,73.5,5670.0,2.02,151.0,87.7,2500.0,94.3,12.0,1.95,16.2,2.63
1004,74.3,6280.0,1.67,210.0,110.0,2400.0,91.0,11.8,1.75,16.7,2.51
1005,73.8,6490.0,2.15,236.0,133.0,2440.0,98.5,12.2,1.6,17.3,2.42
1006,75.7,5480.0,1.89,270.0,174.0,2460.0,99.2,12.1,1.47,18.0,2.34
1007,76.3,6740.0,2.32,317.0,207.0,2390.0,96.6,12.0,1.62,18.7,2.29
1008,77.1,7070.0,2.32,339.0,222.0,2490.0,98.3,11.9,1.78,19.5,2.26
1009,77.6,7540.0,2.44,455.0,316.0,2550.0,101.0,11.8,1.76,2.3,2.24
1010,77.8,6810.0,2.49,355.0,216.0,2600.0,98.5,11.8,1.59,21.2,2.24
1011,77.9,7100.0,2.57,383.0,231.0,2720.0,101.0,11.6,1.83,22.1,2.23
1012,53.4,554.0,0.0749,14.8,4.87,2450.0,38.4,4.4,0.47,15.6,6.9
1013,53.9,620.0,0.0734,16.6,7.45,2500.0,37.9,4.6,0.51,16.1,6.88
1014,54.4,621.0,0.0728,16.8,6.75,2500.0,39.6,4.9,0.53,16.5,6.86
1015,55.2,656.0,0.0703,21.3,9.4,2520.0,36.8,5.2,0.54,17.0,6.84
1016,55.8,646.0,0.0707,24.5,12.1,2540.0,35.6,5.5,0.49,17.5,6.82
1017,56.5,666.0,0.0702,25.0,11.7,2580.0,35.2,5.8,0.55,18.0,6.79
1018,57.1,675.0,0.0712,26.5,12.8,2650.0,37.6,6.1,0.53,18.5,6.76
1019,57.7,675.0,0.0737,29.6,14.2,2720.0,36.6,6.4,0.55,19.0,6.72
1020,58.4,684.0,0.0757,33.6,15.6,2780.0,37.0,5.8,0.57,19.6,6.67
1021,59.0,694.0,0.0552,33.1,15.6,2830.0,34.8,7.1,0.59,2.2,6.61
1022,59.5,708.0,0.064,31.7,14.8,2810.0,29.4,7.3,0.6,2.7,6.55
1023,77.5,18300.0,5.2,643.0,466.0,3330.0,135.0,13.8,5.59,62.3,1.67
1024,77.8,18300.0,6.23,675.0,468.0,3340.0,142.0,13.7,5.62,62.8,1.6
1025,78.1,18700.0,5.73,839.0,584.0,3340.0,144.0,13.8,5.73,63.4,1.53
1026,78.5,19000.0,6.4,1080.0,752.0,3370.0,147.0,13.8,6.7,63.9,1.47
1027,78.8,19000.0,6.36,1250.0,855.0,3370.0,150.0,14.2,6.53,64.5,1.42
1028,79.1,19600.0,6.63,1390.0,957.0,3370.0,149.0,14.8,6.41,65.0,1.4
1029,79.4,19900.0,6.3,1450.0,1000.0,3370.0,137.0,14.8,8.84,65.6,1.38
1030,79.6,20600.0,6.64,1580.0,1060.0,3370.0,137.0,14.4,7.45,66.1,1.38
1031,79.7,21100.0,6.21,1600.0,1040.0,3370.0,162.0,14.6,7.14,66.6,1.38
1032,80.0,20500.0,5.79,1670.0,1080.0,3380.0,174.0,14.4,7.38,67.1,1.38
1033,80.3,21100.0,6.15,1700.0,1110.0,3390.0,171.0,14.6,7.91,67.6,1.39
1034,63.7,998.0,0.433,24.3,16.1,2630.0,113.0,6.4,0.03,21.1,5.45
1035,64.0,988.0,0.456,19.6,11.7,2630.0,112.0,6.5,0.01,21.7,5.39
1036,64.5,966.0,0.47,24.4,16.2,2640.0,100.0,6.5,0.02,22.3,5.34
1037,65.0,995.0,0.47,23.9,15.2,2710.0,92.2,6.6,0.01,22.9,5.28
1038,65.3,1020.0,0.505,28.6,18.6,2600.0,94.0,6.7,0.01,23.6,5.23
1039,65.7,1080.0,0.507,29.7,18.6,2630.0,88.7,7.2,0.01,24.2,5.18
1040,66.4,1250.0,0.5,30.7,19.1,2600.0,89.7,7.2,0.01,24.8,5.14
1041,66.9,1250.0,0.557,38.7,22.4,2730.0,105.0,7.4,0.02,25.5,5.1
1042,67.4,1230.0,0.568,47.3,24.4,2770.0,98.3,7.2,0.02,26.1,5.06
1043,67.8,1180.0,0.606,37.9,20.0,2760.0,98.3,7.1,0.01,26.8,5.02
1044,68.2,1200.0,0.62,42.7,22.7,2800.0,97.6,7.6,0.01,27.4,4.98
1045,71.5,5560.0,2.27,145.0,75.5,2900.0,104.0,12.1,4.6,25.3,1.99
1046,71.7,5660.0,2.4,145.0,75.3,2950.0,111.0,12.2,4.38,25.8,1.96
1047,71.8,5740.0,2.4,165.0,85.1,2950.0,101.0,12.5,4.14,26.4,1.94
1048,72.0,5910.0,2.53,184.0,99.5,2960.0,106.0,12.6,4.08,26.9,1.9
1049,72.2,6210.0,2.54,220.0,120.0,3020.0,103.0,12.8,4.16,27.5,1.87
1050,72.4,6250.0,2.7,232.0,111.0,3010.0,103.0,13.0,3.94,28.0,1.82
1051,72.5,6750.0,2.96,263.0,110.0,3020.0,106.0,13.4,3.73,28.6,1.78
1052,72.8,7100.0,2.99,317.0,114.0,3080.0,103.0,13.5,3.24,29.1,1.72
1053,73.0,7460.0,3.04,395.0,134.0,3000.0,96.4,13.6,2.49,29.7,1.67
1054,73.2,7680.0,2.98,382.0,142.0,3120.0,96.7,13.8,2.83,3.2,1.62
1055,73.4,8000.0,3.14,449.0,187.0,3150.0,88.0,14.0,2.95,3.7,1.58
1056,74.6,9000.0,3.92,328.0,153.0,3040.0,132.0,11.4,4.99,52.4,2.72
1057,74.9,8840.0,4.01,373.0,167.0,3090.0,137.0,11.6,4.86,53.2,2.67
1058,74.9,8730.0,3.97,396.0,174.0,3100.0,137.0,11.6,4.77,54.1,2.62
1059,74.9,8750.0,4.17,397.0,175.0,3110.0,138.0,11.9,4.88,54.9,2.58
1060,75.2,8980.0,4.12,440.0,199.0,3110.0,136.0,12.1,4.9,55.7,2.54
1061,75.2,9060.0,4.3,478.0,215.0,3070.0,127.0,12.2,4.93,56.4,2.5
1062,75.5,9330.0,4.35,514.0,233.0,3080.0,133.0,12.2,5.11,57.2,2.46
1063,75.7,9390.0,4.3,564.0,256.0,3100.0,133.0,12.3,5.35,57.9,2.42
1064,75.5,9350.0,4.34,598.0,281.0,3080.0,134.0,12.3,5.36,58.7,2.39
1065,75.4,8710.0,4.12,524.0,253.0,3040.0,136.0,12.5,5.27,59.4,2.36
1067,67.6,968.0,0.836,23.6,11.4,2500.0,69.0,9.8,9.89,46.5,1.44
1068,68.1,1030.0,0.888,29.0,13.1,2530.0,77.9,9.8,10.98,46.8,1.35
1069,68.5,1110.0,0.954,37.0,18.5,2570.0,73.2,9.8,6.71,47.2,1.29
1070,68.8,1190.0,1.03,45.7,21.8,2560.0,81.9,9.8,8.15,47.6,1.25
1071,69.1,1280.0,1.09,61.2,30.1,2580.0,76.7,9.8,12.27,47.9,1.22
1072,68.5,1380.0,1.18,76.1,34.7,2630.0,78.6,9.8,10.78,48.3,1.22
